example_id,sentence,tokens,ner_tags,source,num_tokens,num_locations
968,Weather in Kolhapur is pleasant today.,"['Weather', 'in', 'Kolhapur', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
969,The Gaya cricket team won the match.,"['The', 'Gaya', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
970,Temperature in East Siang reached 45 degrees.,"['Temperature', 'in', 'East', 'Siang', 'reached', '45', 'degrees.']","[0, 0, 1, 2, 0, 0, 0]",generated,7,1
971,The office in Lower Subansiri is hiring.,"['The', 'office', 'in', 'Lower', 'Subansiri', 'is', 'hiring.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
972,The South museum displays ancient artifacts.,"['The', 'South', 'museum', 'displays', 'ancient', 'artifacts.']","[0, 1, 0, 0, 0, 0]",generated,6,1
973,Mere dost Suryapet se hain.,"['Mere', 'dost', 'Suryapet', 'se', 'hain.']","[0, 0, 1, 0, 0]",generated,5,1
974,The Bundi branch is performing well.,"['The', 'Bundi', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
975,"Health officials in Latur say a deadly strain of the bird flu virus has killed a second Vietnamese man this week , raising the country 's death toll from the virus to 50 .","['Health', 'officials', 'in', 'Latur', 'say', 'a', 'deadly', 'strain', 'of', 'the', 'bird', 'flu', 'virus', 'has', 'killed', 'a', 'second', 'Vietnamese', 'man', 'this', 'week', ',', 'raising', 'the', 'country', ""'s"", 'death', 'toll', 'from', 'the', 'virus', 'to', '50', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,34,1
976,She works in Bhavnagar.,"['She', 'works', 'in', 'Bhavnagar.']","[0, 0, 0, 0]",generated,4,0
977,Investment opportunities in Saran are growing.,"['Investment', 'opportunities', 'in', 'Saran', 'are', 'growing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
978,Cultural events in Dhule attract tourists.,"['Cultural', 'events', 'in', 'Dhule', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
979,New hospital opened in Moradabad.,"['New', 'hospital', 'opened', 'in', 'Moradabad.']","[0, 0, 0, 0, 0]",generated,5,0
980,I am going to Adilabad.,"['I', 'am', 'going', 'to', 'Adilabad.']","[0, 0, 0, 0, 0]",generated,5,0
981,We traveled from Phek to Delhi.,"['We', 'traveled', 'from', 'Phek', 'to', 'Delhi.']","[0, 0, 0, 1, 0, 0]",generated,6,1
982,Cultural events in East Garo Hills attract tourists.,"['Cultural', 'events', 'in', 'East', 'Garo', 'Hills', 'attract', 'tourists.']","[0, 0, 0, 1, 2, 2, 0, 0]",generated,8,1
983,The Jodhpur museum displays ancient artifacts.,"['The', 'Jodhpur', 'museum', 'displays', 'ancient', 'artifacts.']","[0, 1, 0, 0, 0, 0]",generated,6,1
984,Traveling from Mansa to Mumbai is easy.,"['Traveling', 'from', 'Mansa', 'to', 'Mumbai', 'is', 'easy.']","[0, 0, 1, 0, 0, 0, 0]",generated,7,1
985,Cultural events in Nagaon attract tourists.,"['Cultural', 'events', 'in', 'Nagaon', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
986,I live in Fatehgarh Sahib.,"['I', 'live', 'in', 'Fatehgarh', 'Sahib.']","[0, 0, 0, 0, 0]",generated,5,0
987,The Seoni museum displays ancient artifacts.,"['The', 'Seoni', 'museum', 'displays', 'ancient', 'artifacts.']","[0, 1, 0, 0, 0, 0]",generated,6,1
988,Aizawl experienced heavy rainfall.,"['Aizawl', 'experienced', 'heavy', 'rainfall.']","[1, 0, 0, 0]",generated,4,1
989,Monsoon arrived early in Ballia.,"['Monsoon', 'arrived', 'early', 'in', 'Ballia.']","[0, 0, 0, 0, 0]",generated,5,0
990,We visited North Twenty Four Parganas last month.,"['We', 'visited', 'North', 'Twenty', 'Four', 'Parganas', 'last', 'month.']","[0, 0, 1, 2, 2, 2, 0, 0]",generated,8,1
991,"The office said 356,725 new cars were registered in July 1996 -- 304,850 passenger cars and 15,613 trucks .","['The', 'office', 'said', '356,725', 'new', 'cars', 'were', 'registered', 'in', 'July', '1996', '--', '304,850', 'passenger', 'cars', 'and', '15,613', 'trucks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,19,0
992,Baleshwar is known for its beautiful landscapes.,"['Baleshwar', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
993,The festival in Imphal East was amazing.,"['The', 'festival', 'in', 'Imphal', 'East', 'was', 'amazing.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
994,Weather in Sheikhpura is pleasant today.,"['Weather', 'in', 'Sheikhpura', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
995,Mandla mein bahut garmi hai.,"['Mandla', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
996,-- Oslo newsroom +47 22 42 50 41,"['--', 'Oslo', 'newsroom', '+47', '22', '42', '50', '41']","[0, 0, 0, 0, 0, 0, 0, 0]",original_conll,8,0
997,Trade between TRIPURA and Chennai increased.,"['Trade', 'between', 'TRIPURA', 'and', 'Chennai', 'increased.']","[0, 0, 1, 0, 0, 0]",generated,6,1
998,Hassan Hafidh,"['Hassan', 'Hafidh']","[0, 0]",original_conll,2,0
999,I live in Shahjahanpur.,"['I', 'live', 'in', 'Shahjahanpur.']","[0, 0, 0, 0]",generated,4,0
1000,"CARLSBAD , California 1996-08-21","['CARLSBAD', ',', 'California', '1996-08-21']","[0, 0, 0, 0]",original_conll,4,0
1001,Chhatarpur district collector announced new policies.,"['Chhatarpur', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
1002,Sonbhadra experienced heavy rainfall.,"['Sonbhadra', 'experienced', 'heavy', 'rainfall.']","[1, 0, 0, 0]",generated,4,1
1003,"Earlier this week , the U.S. central bank decided to maintain a key interest rate , despite the risk of inflation .","['Earlier', 'this', 'week', ',', 'the', 'U.S.', 'central', 'bank', 'decided', 'to', 'maintain', 'a', 'key', 'interest', 'rate', ',', 'despite', 'the', 'risk', 'of', 'inflation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,22,0
1004,Government officials from KARNATAKA attended the meeting.,"['Government', 'officials', 'from', 'KARNATAKA', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
1005,The South District cricket team won the match.,"['The', 'South', 'District', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 2, 0, 0, 0, 0, 0]",generated,8,1
1006,I was born in Kolar.,"['I', 'was', 'born', 'in', 'Kolar.']","[0, 0, 0, 0, 0]",generated,5,0
1007,Balrampur mein bahut garmi hai.,"['Balrampur', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
1008,"Harcourt , of the Australian Trade Commission , says the ABAC report will also discuss ways to enhance regional cooperation .","['Harcourt', ',', 'of', 'the', 'Australian', 'Trade', 'Commission', ',', 'says', 'the', 'ABAC', 'report', 'will', 'also', 'discuss', 'ways', 'to', 'enhance', 'regional', 'cooperation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,21,0
1009,Upper Subansiri ki yatra sundar thi.,"['Upper', 'Subansiri', 'ki', 'yatra', 'sundar', 'thi.']","[1, 2, 0, 0, 0, 0]",generated,6,1
1010,Indore mein bahut garmi hai.,"['Indore', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
1011,"72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver","['72', 'Clarence', 'Rose', ',', 'Loren', 'Roberts', ',', 'Fred', 'Funk', ',', 'Sven', 'Struver']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,12,0
1012,I was born in Krishnagiri.,"['I', 'was', 'born', 'in', 'Krishnagiri.']","[0, 0, 0, 0, 0]",generated,5,0
1013,Temperature in Daman reached 45 degrees.,"['Temperature', 'in', 'Daman', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
1014,I live in Gautam Buddha Nagar.,"['I', 'live', 'in', 'Gautam', 'Buddha', 'Nagar.']","[0, 0, 0, 0, 0, 0]",generated,6,0
1015,The former chairman of the powerful Senate Armed Services Committee has openly criticized President Bush 's handling of the war in Iraq .,"['The', 'former', 'chairman', 'of', 'the', 'powerful', 'Senate', 'Armed', 'Services', 'Committee', 'has', 'openly', 'criticized', 'President', 'Bush', ""'s"", 'handling', 'of', 'the', 'war', 'in', 'Iraq', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",original_hindi,23,1
1016,Arafat had been scheduled to meet former Israeli prime minister Shimon Peres in the West Bank town of Ramallah on Thursday but the venue was changed to Gaza after Israel denied flight clearance to the Palestinian leader 's helicopters .,"['Arafat', 'had', 'been', 'scheduled', 'to', 'meet', 'former', 'Israeli', 'prime', 'minister', 'Shimon', 'Peres', 'in', 'the', 'West', 'Bank', 'town', 'of', 'Ramallah', 'on', 'Thursday', 'but', 'the', 'venue', 'was', 'changed', 'to', 'Gaza', 'after', 'Israel', 'denied', 'flight', 'clearance', 'to', 'the', 'Palestinian', 'leader', ""'s"", 'helicopters', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,40,0
1017,Traveling from Vadodara to Mumbai is easy.,"['Traveling', 'from', 'Vadodara', 'to', 'Mumbai', 'is', 'easy.']","[0, 0, 1, 0, 0, 0, 0]",generated,7,1
1018,We visited Churachandpur last month.,"['We', 'visited', 'Churachandpur', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
1019,The office in Sultanpur is hiring.,"['The', 'office', 'in', 'Sultanpur', 'is', 'hiring.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1020,We traveled from Sirmaur to Delhi.,"['We', 'traveled', 'from', 'Sirmaur', 'to', 'Delhi.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1021,Traditional dance of Palakkad is popular.,"['Traditional', 'dance', 'of', 'Palakkad', 'is', 'popular.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1022,We visited Sawai Madhopur last month.,"['We', 'visited', 'Sawai', 'Madhopur', 'last', 'month.']","[0, 0, 1, 2, 0, 0]",generated,6,1
1023,Connecting Sant Kabir Nagar with Bangalore by train.,"['Connecting', 'Sant', 'Kabir', 'Nagar', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 2, 2, 0, 0, 0, 0]",generated,8,1
1024,"Exports 14,494 14,153 56,126 56,261","['Exports', '14,494', '14,153', '56,126', '56,261']","[0, 0, 0, 0, 0]",original_conll,5,0
1025,New hospital opened in Noney.,"['New', 'hospital', 'opened', 'in', 'Noney.']","[0, 0, 0, 0, 0]",generated,5,0
1026,JERUSALEM 1996-08-22,"['JERUSALEM', '1996-08-22']","[0, 0]",original_conll,2,0
1027,Temperature in South Andaman reached 45 degrees.,"['Temperature', 'in', 'South', 'Andaman', 'reached', '45', 'degrees.']","[0, 0, 1, 2, 0, 0, 0]",generated,7,1
1028,"A spokesman for the group said the meeting "" signals a new level of cooperation between Mujahideen Khalq and the Iranian Kurdish oppositions "" .","['A', 'spokesman', 'for', 'the', 'group', 'said', 'the', 'meeting', '""', 'signals', 'a', 'new', 'level', 'of', 'cooperation', 'between', 'Mujahideen', 'Khalq', 'and', 'the', 'Iranian', 'Kurdish', 'oppositions', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,25,0
1029,I was born in Sheikhpura.,"['I', 'was', 'born', 'in', 'Sheikhpura.']","[0, 0, 0, 0, 0]",generated,5,0
1030,number denotes seeding ) :,"['number', 'denotes', 'seeding', ')', ':']","[0, 0, 0, 0, 0]",original_conll,5,0
1031,Siang is known for its beautiful landscapes.,"['Siang', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
1032,The Institute for Science and International Security reports that satellite photos show a possible construction site for a larger nuclear reactor near the small one in the Khushab district of Punjab province .,"['The', 'Institute', 'for', 'Science', 'and', 'International', 'Security', 'reports', 'that', 'satellite', 'photos', 'show', 'a', 'possible', 'construction', 'site', 'for', 'a', 'larger', 'nuclear', 'reactor', 'near', 'the', 'small', 'one', 'in', 'the', 'Khushab', 'district', 'of', 'Punjab', 'province', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",original_hindi,33,2
1033,The office in Mandi is hiring.,"['The', 'office', 'in', 'Mandi', 'is', 'hiring.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1034,I am going to MAHARASHTRA.,"['I', 'am', 'going', 'to', 'MAHARASHTRA.']","[0, 0, 0, 0, 0]",generated,5,0
1035,"Etihad and Emirates airlines , both operating out of the Cachar , started flying to Dakshina Kannada earlier this year .","['Etihad', 'and', 'Emirates', 'airlines', ',', 'both', 'operating', 'out', 'of', 'the', 'Cachar', ',', 'started', 'flying', 'to', 'Dakshina', 'Kannada', 'earlier', 'this', 'year', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]",enhanced,21,2
1036,Temperature in Chandel reached 45 degrees.,"['Temperature', 'in', 'Chandel', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
1037,"The pardons , announced Monday , include no high-profile names .","['The', 'pardons', ',', 'announced', 'Monday', ',', 'include', 'no', 'high-profile', 'names', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,11,0
1038,Traditional dance of NAGALAND is popular.,"['Traditional', 'dance', 'of', 'NAGALAND', 'is', 'popular.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1039,The train from Bhavnagar arrived late.,"['The', 'train', 'from', 'Bhavnagar', 'arrived', 'late.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1040,Temperature in Saiha reached 45 degrees.,"['Temperature', 'in', 'Saiha', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
1041,The Chitradurga cricket team won the match.,"['The', 'Chitradurga', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
1042,Traditional dance of Kra Daadi is popular.,"['Traditional', 'dance', 'of', 'Kra', 'Daadi', 'is', 'popular.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
1043,The Baksa branch is performing well.,"['The', 'Baksa', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1044,I am going to Anugul.,"['I', 'am', 'going', 'to', 'Anugul.']","[0, 0, 0, 0, 0]",generated,5,0
1045,Waldbaum Hamlet Cup tennis tournament on Wednesday ( prefix,"['Waldbaum', 'Hamlet', 'Cup', 'tennis', 'tournament', 'on', 'Wednesday', '(', 'prefix']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,9,0
1046,The South East Delhi municipal corporation announced new rules.,"['The', 'South', 'East', 'Delhi', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 2, 2, 0, 0, 0, 0, 0]",generated,9,1
1047,"Philip Maslowe , chief financial officer of the preschool and child care company , said the buyback "" offered an opportunity to reduce the company 's weighted average interest costs and improve future cash flows and earnings . ""","['Philip', 'Maslowe', ',', 'chief', 'financial', 'officer', 'of', 'the', 'preschool', 'and', 'child', 'care', 'company', ',', 'said', 'the', 'buyback', '""', 'offered', 'an', 'opportunity', 'to', 'reduce', 'the', 'company', ""'s"", 'weighted', 'average', 'interest', 'costs', 'and', 'improve', 'future', 'cash', 'flows', 'and', 'earnings', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,39,0
1048,Cultural events in West Siang attract tourists.,"['Cultural', 'events', 'in', 'West', 'Siang', 'attract', 'tourists.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
1049,Food from Balaghat is delicious.,"['Food', 'from', 'Balaghat', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
1050,The company expanded to Kurnool.,"['The', 'company', 'expanded', 'to', 'Kurnool.']","[0, 0, 0, 0, 0]",generated,5,0
1051,Investment opportunities in Majuli are growing.,"['Investment', 'opportunities', 'in', 'Majuli', 'are', 'growing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1052,The Labor Department Friday issued a report that also showed the U.S. unemployment rate increased for the first time in three months - to 4.6 percent .,"['The', 'Labor', 'Department', 'Friday', 'issued', 'a', 'report', 'that', 'also', 'showed', 'the', 'U.S.', 'unemployment', 'rate', 'increased', 'for', 'the', 'first', 'time', 'in', 'three', 'months', '-', 'to', '4.6', 'percent', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,27,0
1053,Mere dost Ramanathapuram se hain.,"['Mere', 'dost', 'Ramanathapuram', 'se', 'hain.']","[0, 0, 1, 0, 0]",generated,5,1
1054,The Azamgarh branch is performing well.,"['The', 'Azamgarh', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
1055,Lakhimpur is known for its beautiful landscapes.,"['Lakhimpur', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
1056,Taleban said its shipment of ammunition from Albania was evidence of Russian military support for Rabbani 's government .,"['Taleban', 'said', 'its', 'shipment', 'of', 'ammunition', 'from', 'Albania', 'was', 'evidence', 'of', 'Russian', 'military', 'support', 'for', 'Rabbani', ""'s"", 'government', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,19,0
1057,The festival in Chatra was amazing.,"['The', 'festival', 'in', 'Chatra', 'was', 'amazing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1058,Traveling from Tikamgarh to Mumbai is easy.,"['Traveling', 'from', 'Tikamgarh', 'to', 'Mumbai', 'is', 'easy.']","[0, 0, 1, 0, 0, 0, 0]",generated,7,1
1059,Investment opportunities in Kheri are growing.,"['Investment', 'opportunities', 'in', 'Kheri', 'are', 'growing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1060,"Cuba severed ties with Panama in August , hours after Panamanian President Mireya Moscoso , in her final days in office , pardoned the men , preventing their extradition to Mirzapur .","['Cuba', 'severed', 'ties', 'with', 'Panama', 'in', 'August', ',', 'hours', 'after', 'Panamanian', 'President', 'Mireya', 'Moscoso', ',', 'in', 'her', 'final', 'days', 'in', 'office', ',', 'pardoned', 'the', 'men', ',', 'preventing', 'their', 'extradition', 'to', 'Mirzapur', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",enhanced,32,1
1061,I am going to West Godavari.,"['I', 'am', 'going', 'to', 'West', 'Godavari.']","[0, 0, 0, 0, 0, 0]",generated,6,0
1062,Cultural events in Pakur attract tourists.,"['Cultural', 'events', 'in', 'Pakur', 'attract', 'tourists.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1063,"On Sunday , Palestinian Prime Minister Ismail Haniyeh said his Hamas-led government will not recognize Israel .","['On', 'Sunday', ',', 'Palestinian', 'Prime', 'Minister', 'Ismail', 'Haniyeh', 'said', 'his', 'Hamas-led', 'government', 'will', 'not', 'recognize', 'Israel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,17,0
1064,Japan and North Korea say they are considering a resumption of bilateral talks as part of efforts to normalize relations .,"['Japan', 'and', 'North', 'Korea', 'say', 'they', 'are', 'considering', 'a', 'resumption', 'of', 'bilateral', 'talks', 'as', 'part', 'of', 'efforts', 'to', 'normalize', 'relations', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,21,0
1065,Food from Sirohi is delicious.,"['Food', 'from', 'Sirohi', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
1066,Tonk ki yatra sundar thi.,"['Tonk', 'ki', 'yatra', 'sundar', 'thi.']","[1, 0, 0, 0, 0]",generated,5,1
1067,Food from Bongaigaon is delicious.,"['Food', 'from', 'Bongaigaon', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
1068,Investment opportunities in Sonipat are growing.,"['Investment', 'opportunities', 'in', 'Sonipat', 'are', 'growing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1069,Mumbai Suburban district collector announced new policies.,"['Mumbai', 'Suburban', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 2, 0, 0, 0, 0, 0]",generated,7,1
1070,"The countries agreed to reopen their consulates , following a meeting Friday between Panamanian President Martin Torrijos and Cuban Vice President Carlos Lage .","['The', 'countries', 'agreed', 'to', 'reopen', 'their', 'consulates', ',', 'following', 'a', 'meeting', 'Friday', 'between', 'Panamanian', 'President', 'Martin', 'Torrijos', 'and', 'Cuban', 'Vice', 'President', 'Carlos', 'Lage', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,24,0
1071,The office in Nirmal is hiring.,"['The', 'office', 'in', 'Nirmal', 'is', 'hiring.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1072,Traditional dance of Bishnupur is popular.,"['Traditional', 'dance', 'of', 'Bishnupur', 'is', 'popular.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1073,Weather in Bellary is pleasant today.,"['Weather', 'in', 'Bellary', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
1074,Trade between Karaikal and Chennai increased.,"['Trade', 'between', 'Karaikal', 'and', 'Chennai', 'increased.']","[0, 0, 1, 0, 0, 0]",generated,6,1
1075,G. Thorpe lbw b Mohammad Akram 54,"['G.', 'Thorpe', 'lbw', 'b', 'Mohammad', 'Akram', '54']","[0, 0, 0, 0, 0, 0, 0]",original_conll,7,0
1076,I am going to Ahmadabad.,"['I', 'am', 'going', 'to', 'Ahmadabad.']","[0, 0, 0, 0, 0]",generated,5,0
1077,Food from Mancherial is delicious.,"['Food', 'from', 'Mancherial', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
1078,Lalitpur 's hard-line Guardian Council has approved a bill that would block United Nations inspections of its nuclear facilities and allow it to resume uranium enrichment if it is referred to the U.N. Security Council .,"['Lalitpur', ""'s"", 'hard-line', 'Guardian', 'Council', 'has', 'approved', 'a', 'bill', 'that', 'would', 'block', 'United', 'Nations', 'inspections', 'of', 'its', 'nuclear', 'facilities', 'and', 'allow', 'it', 'to', 'resume', 'uranium', 'enrichment', 'if', 'it', 'is', 'referred', 'to', 'the', 'U.N.', 'Security', 'Council', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,36,1
1079,"Two men with pistols attacked the nun , Sister Leonella Sgorbati , after she finished teaching a medical school class at the hospital in southern Mogadishu .","['Two', 'men', 'with', 'pistols', 'attacked', 'the', 'nun', ',', 'Sister', 'Leonella', 'Sgorbati', ',', 'after', 'she', 'finished', 'teaching', 'a', 'medical', 'school', 'class', 'at', 'the', 'hospital', 'in', 'southern', 'Mogadishu', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",original_hindi,27,1
1080,Educational institutions in Champhai are top-rated.,"['Educational', 'institutions', 'in', 'Champhai', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1081,Educational institutions in Upper Subansiri are top-rated.,"['Educational', 'institutions', 'in', 'Upper', 'Subansiri', 'are', 'top-rated.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
1082,"The spot Saudi riyal against the dollar and riyal interbank deposit rates were mainly steady this week in quiet summer trade , dealers in the kingdom said .","['The', 'spot', 'Saudi', 'riyal', 'against', 'the', 'dollar', 'and', 'riyal', 'interbank', 'deposit', 'rates', 'were', 'mainly', 'steady', 'this', 'week', 'in', 'quiet', 'summer', 'trade', ',', 'dealers', 'in', 'the', 'kingdom', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,28,0
1083,The route between Delhi and Ramgarh is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Ramgarh', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
1084,76 Scott McCarron,"['76', 'Scott', 'McCarron']","[0, 0, 0]",original_conll,3,0
1085,"Thai Prime Minister Thaksin Shinawatra has said he believes some of the insurgents have been trained in Malaysia , Indonesia and southern Thailand .","['Thai', 'Prime', 'Minister', 'Thaksin', 'Shinawatra', 'has', 'said', 'he', 'believes', 'some', 'of', 'the', 'insurgents', 'have', 'been', 'trained', 'in', 'Malaysia', ',', 'Indonesia', 'and', 'southern', 'Thailand', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",original_hindi,24,3
1086,Colleen Siegel,"['Colleen', 'Siegel']","[0, 0]",original_conll,2,0
1087,Namakkal ki yatra sundar thi.,"['Namakkal', 'ki', 'yatra', 'sundar', 'thi.']","[1, 0, 0, 0, 0]",generated,5,1
1088,MANAMA 1996-08-22,"['MANAMA', '1996-08-22']","[0, 0]",original_conll,2,0
1089,The flight to Zunheboto was delayed.,"['The', 'flight', 'to', 'Zunheboto', 'was', 'delayed.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1090,The river flows through Kra Daadi.,"['The', 'river', 'flows', 'through', 'Kra', 'Daadi.']","[0, 0, 0, 0, 0, 0]",generated,6,0
1091,The office in Karnal is hiring.,"['The', 'office', 'in', 'Karnal', 'is', 'hiring.']","[0, 0, 0, 1, 0, 0]",generated,6,1
1092,We visited Mon last month.,"['We', 'visited', 'Mon', 'last', 'month.']","[0, 0, 1, 0, 0]",generated,5,1
1093,Temperature in Ratlam reached 45 degrees.,"['Temperature', 'in', 'Ratlam', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
